code,description,category,subcategory,unit,rate,brand,keywords
33219_ec3252bb,Countersunk timber screws BZP - 6x90mm,Screws,Individual Pieces,Unit,2.43,,countersunk; timber; screws; bzp; 6x90mm; individual pieces; 33219_ec3252bb
33220_d73abc0c,Countersunk timber screws BZP - 6x100mm,Screws,Individual Pieces,Unit,7.26,,countersunk; timber; screws; bzp; 6x100mm; individual pieces; 33220_d73abc0c
33255_542c241e,Countersunk timber screws BZP - 5x80mm,Screws,Individual Pieces,Unit,4.13,,countersunk; timber; screws; bzp; 5x80mm; individual pieces; 33255_542c241e
33228_bcca61cd,Sleeve anchor - 12x100mm,Anchors,Individual Pieces,Unit,,,sleeve; anchor; 12x100mm; anchors; individual pieces; 33228_bcca61cd
33229_9101ca14,Sleeve anchor - 10x100mm,Anchors,Individual Pieces,Unit,,,sleeve; anchor; 10x100mm; anchors; individual pieces; 33229_9101ca14
33294_406adc77,Threaded rod 1m - M6,General,,Unit,0.52,,threaded; rod; general; 33294_406adc77
33295_9c352d16,Threaded rod 1m - M8,General,,Unit,0.92,,threaded; rod; general; 33295_9c352d16
33296_ace5c77c,Threaded rod 1m - M10,General,,Unit,0.97,,threaded; rod; m10; general; 33296_ace5c77c
33297_0c9dd9bc,Threaded rod 1m - M12,General,,Unit,1.55,,threaded; rod; m12; general; 33297_0c9dd9bc
33298_326674ab,Threaded rod 1m - M16,General,,Unit,2.65,,threaded; rod; m16; general; 33298_326674ab
33299_e66cd3bb,Threaded rod 1m - M20,General,,Unit,5.52,,threaded; rod; m20; general; 33299_e66cd3bb
33348_847741e6,Stainless steel woodscrew - 4x60mm,Screws,Individual Pieces,Unit,0.06,,stainless; steel; woodscrew; 4x60mm; screws; individual pieces; 33348_847741e6
35104_acc3dc26,Stainless steel woodscrew - 5x60mm,Screws,Individual Pieces,Unit,0.12,,stainless; steel; woodscrew; 5x60mm; screws; individual pieces; 35104_acc3dc26
33349_2217fb9c,Stainless steel woodscrew - 5x100mm,Screws,Individual Pieces,Unit,0.16,,stainless; steel; woodscrew; 5x100mm; screws; individual pieces; 33349_2217fb9c
33359_2959bc3d,Stainless steel woodscrew - 4x80mm,Screws,Individual Pieces,Unit,0.1,,stainless; steel; woodscrew; 4x80mm; screws; individual pieces; 33359_2959bc3d
33424_fe630205,Chain galv per m - 3 x 21mm,General,Individual Pieces,Unit,0.922,,chain; galv; per; 21mm; general; individual pieces; 33424_fe630205
33425_822ccbb1,Chain galv per m - 4 x 26mm,General,Individual Pieces,Unit,1.598,,chain; galv; per; 26mm; general; individual pieces; 33425_822ccbb1
33426_367ebae2,Chain galv per m - 5 x 28mm,General,Individual Pieces,Unit,2.216,,chain; galv; per; 28mm; general; individual pieces; 33426_367ebae2
33427_8839ab49,Chain galv per m - 6 x 33mm,General,Individual Pieces,Unit,3.09,,chain; galv; per; 33mm; general; individual pieces; 33427_8839ab49
33428_f5bf862b,Chain galv per m - 6 x 42mm,General,Individual Pieces,Unit,2.843,,chain; galv; per; 42mm; general; individual pieces; 33428_f5bf862b
33429_a7dbb587,Chain galv per m - 8 x 42mm,General,Individual Pieces,Unit,5.74,,chain; galv; per; 42mm; general; individual pieces; 33429_a7dbb587
33489_4d0887c6,Screenweave 50m roll - Green,General,,Unit,114.3,,screenweave; 50m; roll; green; general; 33489_4d0887c6
33490_2ad343f7,Screenweave 50m roll - Black,General,,Unit,,,screenweave; 50m; roll; black; general; 33490_2ad343f7
33492_3744c754,Treated fence panel - 6ft x 4ft,Fencing,,Unit,20.15,,treated; fence; panel; 6ft; 4ft; fencing; 33492_3744c754
33493_83592f4e,Treated fence panel - 6ft x 6ft,Fencing,,Unit,28.56,,treated; fence; panel; 6ft; fencing; 33493_83592f4e
34446_7908a7d9,Treated fence panel - Neis Bow top 1.8m,Fencing,,Unit,97.75,,treated; fence; panel; neis; bow; top; 1.8m; fencing; 34446_7908a7d9
33498_b3fac1c3,Calf jackets - Large,General,,Unit,9.49,,calf; jackets; large; general; 33498_b3fac1c3
33499_683f85de,Calf jackets - Medium,General,,Unit,15,,calf; jackets; medium; general; 33499_683f85de
33500_e9881f8b,Calf jackets - Small,General,,Unit,9.49,,calf; jackets; small; general; 33500_e9881f8b
35552_82771035,150 * 150mm treated - 3.0m,General,,Unit,22.27,,150; 150mm; treated; 3.0m; general; 35552_82771035
33509_573b5f5d,150 * 150mm treated - 3.6m,General,,Unit,27.47,,150; 150mm; treated; 3.6m; general; 33509_573b5f5d
33510_9966bbc3,150 * 150mm treated - 4.8m,General,,Unit,35.59,,150; 150mm; treated; 4.8m; general; 33510_9966bbc3
35511_5feda8eb,200 * 50mm board treated - 3.6m,General,,Unit,9.74,,200; 50mm; board; treated; 3.6m; general; 35511_5feda8eb
33512_27ee7100,200 * 50mm board treated - 4.8m,General,,Unit,,,200; 50mm; board; treated; 4.8m; general; 33512_27ee7100
33513_9bd3e6db,200 * 50mm board treated - 5.4m,General,,Unit,17.48,,200; 50mm; board; treated; 5.4m; general; 33513_9bd3e6db
33525_a819c585,"Quad helmet ECE2206 - Large,type",General,,Unit,57.49,,quad; helmet; ece2206; large; type; general; 33525_a819c585
33594_5e8b416c,"Quad helmet ECE2206 - Large,type",General,,Unit,,,quad; helmet; ece2206; large; type; general; 33594_5e8b416c
33526_f1a357cc,"Quad helmet ECE2206 - Medium,type",General,,Unit,55.19,,quad; helmet; ece2206; medium; type; general; 33526_f1a357cc
33595_079885c7,"Quad helmet ECE2206 - Medium,type",General,,Unit,,,quad; helmet; ece2206; medium; type; general; 33595_079885c7
33527_4231e648,"Quad helmet ECE2206 - XLarge,type",General,,Unit,57.99,,quad; helmet; ece2206; xlarge; type; general; 33527_4231e648
33596_f215254e,"Quad helmet ECE2206 - XLarge,type",General,,Unit,,,quad; helmet; ece2206; xlarge; type; general; 33596_f215254e
33551_be183141,"Quad helmet ECE2206 - XXL,type",General,,Unit,57.09,,quad; helmet; ece2206; xxl; type; general; 33551_be183141
33597_bdcf8be5,"Quad helmet ECE2206 - XXL,type",General,,Unit,54.5,,quad; helmet; ece2206; xxl; type; general; 33597_bdcf8be5
33545_a6ba5b89,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 12' wide,Gates,,Unit,356.325,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 12'; wide; gates; 33545_a6ba5b89
33546_b4967275,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 13' wide,Gates,,Unit,440.175,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 13'; wide; gates; 33546_b4967275
33547_9075fb1e,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 14' wide,Gates,,Unit,452.425,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 14'; wide; gates; 33547_9075fb1e
33548_a15b44fd,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 15' wide,Gates,,Unit,,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 15'; wide; gates; 33548_a15b44fd
33549_ed38593b,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 16' wide,Gates,,Unit,466.925,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 16'; wide; gates; 33549_ed38593b
34273_5e7a052d,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 4' wide,Gates,,Unit,385.195,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; wide; gates; 34273_5e7a052d
35110_fa00295e,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 10' wide,Gates,,Unit,407.415,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 10'; wide; gates; 35110_fa00295e
35111_9177d1c9,Supply and fit D8 sheep gate galv tubular hanging and closing post set in concrete footings - 24' Double entry inc throwover,Gates,,Unit,581.965,,supply; and; fit; sheep; gate; galv; tubular; hanging; closing; post; set; concrete; footings; 24'; double; entry; inc; throwover; gates; 35111_9177d1c9
33660_ed1114d6,73 * 73mm treated - 3.6m,General,,Unit,6.06,,73mm; treated; 3.6m; general; 33660_ed1114d6
33661_89407e7e,73 * 73mm treated - 4.2m,General,,Unit,,,73mm; treated; 4.2m; general; 33661_89407e7e
35812_01740686,"Cranked band and hook on plate galv - 12"" 5073001",General,,Unit,6.5,,"cranked; band; and; hook; plate; galv; 12""; 5073001; general; 35812_01740686"
35813_d93c6017,Cranked band and hook on plate galv - variant not in use,General,,Unit,,,cranked; band; and; hook; plate; galv; variant; not; use; general; 35813_d93c6017
35046_0a52b5b9,"Supply and fit 1.5m high composite fencing as below - 2.4m Steel posts set in concrete footings at 1.8m centers, Cheadle boards stacked horizontally to a finish height of 1.5m, c/w top rail and post cover strips,",Fencing,Sets & Kits,Unit,261.323,,supply; and; fit; 1.5m; high; composite; fencing; below; 2.4m; steel; posts; set; concrete; footings; 1.8m; centers; cheadle; boards; stacked; horizontally; finish; height; top; rail; post; cover; strips; sets & kits; 35046_0a52b5b9
35047_bd44a7eb,"Supply and fit 1.5m high composite fencing as below - 2.4m Steel posts set in concrete footings at 1.8m centers, Cheadle boards fitted vertically to a finish height of 1.5m, c/w bottom & top rail and post cover strips,",Fencing,Sets & Kits,Unit,,,supply; and; fit; 1.5m; high; composite; fencing; below; 2.4m; steel; posts; set; concrete; footings; 1.8m; centers; cheadle; boards; fitted; vertically; finish; height; bottom; top; rail; post; cover; strips; sets & kits; 35047_bd44a7eb
35231_18e6d7e5,"Supply and fit 1.5m high composite fencing as below - 2.4m Steel posts set in concrete footings at 1.8m centers, Cheadle boards stacked horizontally to a height of 1.2m, trellis panel on top to bring to finish height of 1.5m, c/w cover strips and post caps,",Fencing,Sets & Kits,Unit,323.029,,supply; and; fit; 1.5m; high; composite; fencing; below; 2.4m; steel; posts; set; concrete; footings; 1.8m; centers; cheadle; boards; stacked; horizontally; height; 1.2m; trellis; panel; top; bring; finish; cover; strips; post; caps; sets & kits; 35231_18e6d7e5
20794_55bdb408,125 * 125mm diamond topped post - 1.2m,Posts,,Unit,,,125; 125mm; diamond; topped; post; 1.2m; posts; 20794_55bdb408
20795_36236b11,125 * 125mm diamond topped post - 1.5m,Posts,,Unit,8.25,,125; 125mm; diamond; topped; post; 1.5m; posts; 20795_36236b11
20796_7f8b9fd6,125 * 125mm diamond topped post - 1.8m,Posts,,Unit,9.83,,125; 125mm; diamond; topped; post; 1.8m; posts; 20796_7f8b9fd6
20797_80314fae,125 * 125mm diamond topped post - 2.1m,Posts,,Unit,12.95,,125; 125mm; diamond; topped; post; 2.1m; posts; 20797_80314fae
20798_60c6b821,125 * 125mm diamond topped post - 2.4m,Posts,,Unit,12.57,,125; 125mm; diamond; topped; post; 2.4m; posts; 20798_60c6b821
20799_d900dcde,125 * 125mm diamond topped post - 3.0m,Posts,,Unit,,,125; 125mm; diamond; topped; post; 3.0m; posts; 20799_d900dcde
20800_6dbf2eec,125 * 125mm diamond topped post - 3.6m,Posts,,Unit,10.95,,125; 125mm; diamond; topped; post; 3.6m; posts; 20800_6dbf2eec
20802_7ef8ff39,150 * 150mm diamond topped post - 1.5m,Posts,,Unit,,,150; 150mm; diamond; topped; post; 1.5m; posts; 20802_7ef8ff39
20803_1f1067b1,150 * 150mm diamond topped post - 1.8m,Posts,,Unit,13.55,,150; 150mm; diamond; topped; post; 1.8m; posts; 20803_1f1067b1
20804_bee3b947,150 * 150mm diamond topped post - 2.1m,Posts,,Unit,15.85,,150; 150mm; diamond; topped; post; 2.1m; posts; 20804_bee3b947
20805_02a78263,150 * 150mm diamond topped post - 2.4m,Posts,,Unit,18.61,,150; 150mm; diamond; topped; post; 2.4m; posts; 20805_02a78263
20806_361280c6,150 * 150mm diamond topped post - 3.0m,Posts,,Unit,22.27,,150; 150mm; diamond; topped; post; 3.0m; posts; 20806_361280c6
20807_d36fadf9,150 * 150mm diamond topped post - 3.6m,Posts,,Unit,26.74,,150; 150mm; diamond; topped; post; 3.6m; posts; 20807_d36fadf9
20808_120b0084,175 * 175mm diamond topped post - 2.1m,Posts,,Unit,,,175; 175mm; diamond; topped; post; 2.1m; posts; 20808_120b0084
20809_3648ced7,175 * 175mm diamond topped post - 2.4m,Posts,,Unit,,,175; 175mm; diamond; topped; post; 2.4m; posts; 20809_3648ced7
20811_dc1f8406,175 * 175mm creosote post - 2.4m,Posts,,Unit,20.58,,175; 175mm; creosote; post; 2.4m; posts; 20811_dc1f8406
20812_5e3684f1,200 * 200mm diamond topped post - 2.1m,Posts,,Unit,,,200; 200mm; diamond; topped; post; 2.1m; posts; 20812_5e3684f1
20813_7543d682,200 * 200mm diamond topped post - 2.4m,Posts,,Unit,32.28,,200; 200mm; diamond; topped; post; 2.4m; posts; 20813_7543d682
20816_491ac1d4,75 * 75mm pointed post - 1.2m,Posts,,Unit,,,75mm; pointed; post; 1.2m; posts; 20816_491ac1d4
20817_0a5066ca,75 * 75mm pointed post - 1.5m,Posts,,Unit,2.64,,75mm; pointed; post; 1.5m; posts; 20817_0a5066ca
20818_ac56371c,75 * 75mm pointed post - 1.8m,Posts,,Unit,3.16,,75mm; pointed; post; 1.8m; posts; 20818_ac56371c
20819_57339eda,75 * 75mm pointed post - 2.1m,Posts,,Unit,,,75mm; pointed; post; 2.1m; posts; 20819_57339eda
20820_78714faf,95 * 95mm post weather top - 1.2m,Posts,,Unit,,,95mm; post; weather; top; 1.2m; posts; 20820_78714faf
20821_ff471227,95 * 95mm post weather top - 1.5m,Posts,,Unit,4.36,,95mm; post; weather; top; 1.5m; posts; 20821_ff471227
20822_b33bcc7c,95 * 95mm post weather top - 1.8m,Posts,,Unit,5.18,,95mm; post; weather; top; 1.8m; posts; 20822_b33bcc7c
20823_990a9629,95 * 95mm post weather top - 2.1m,Posts,,Unit,6.11,,95mm; post; weather; top; 2.1m; posts; 20823_990a9629
20824_58769f1e,95 * 95mm post weather top - 2.4m,Posts,,Unit,6.9,,95mm; post; weather; top; 2.4m; posts; 20824_58769f1e
20825_969e78be,95 * 95mm post weather top - 3.0m,Posts,,Unit,8.94,,95mm; post; weather; top; 3.0m; posts; 20825_969e78be
20826_147866ed,95 * 95mm post weather top - 3.6m,Posts,,Unit,10.73,,95mm; post; weather; top; 3.6m; posts; 20826_147866ed
20827_a2ab4564,"150 * 75mm post pointed - 1.8m,style",Posts,,Unit,,,150; 75mm; post; pointed; 1.8m; style; posts; 20827_a2ab4564
20828_1e7f3844,"150 * 75mm post pointed - 1.8m,style",Posts,,Unit,,,150; 75mm; post; pointed; 1.8m; style; posts; 20828_1e7f3844
20829_d0f0a1c5,"150 * 75mm post pointed - 1.8m,style",Posts,,Unit,5.07,,150; 75mm; post; pointed; 1.8m; style; posts; 20829_d0f0a1c5
20831_2afb1af3,"150 * 75mm post pointed - 2.1m,style",Posts,,Unit,6,,150; 75mm; post; pointed; 2.1m; style; posts; 20831_2afb1af3
20832_ab91757c,"150 * 75mm post pointed - 2.1m,style",Posts,,Unit,6,,150; 75mm; post; pointed; 2.1m; style; posts; 20832_ab91757c
20833_a414f6d2,"150 * 75mm post pointed - 3.0m,style",Posts,,Unit,,,150; 75mm; post; pointed; 3.0m; style; posts; 20833_a414f6d2
20834_515f48f8,"150 * 75mm post pointed - 3.0m,style",Posts,,Unit,,,150; 75mm; post; pointed; 3.0m; style; posts; 20834_515f48f8
20835_9a1305d3,"150 * 75mm post pointed - 3.0m,style",Posts,,Unit,,,150; 75mm; post; pointed; 3.0m; style; posts; 20835_9a1305d3
20836_3d13a9f5,90 * 90mm post planned - 2.4m,Posts,,Unit,,,90mm; post; planned; 2.4m; posts; 20836_3d13a9f5
20837_1b2a56aa,90 * 90mm post planned - 3.0m,Posts,,Unit,10,,90mm; post; planned; 3.0m; posts; 20837_1b2a56aa
20838_30f78e65,150 * 75mm creosote post pointed - 1.8m,Posts,,Unit,15,,150; 75mm; creosote; post; pointed; 1.8m; posts; 20838_30f78e65
20839_e746e5cb,150 * 75mm creosote post pointed - 1.95m,Posts,,Unit,15,,150; 75mm; creosote; post; pointed; 1.95m; posts; 20839_e746e5cb
31195_9f9aa519,150 * 75mm creosote post pointed - 2.4m,Posts,,Unit,15.7,,150; 75mm; creosote; post; pointed; 2.4m; posts; 31195_9f9aa519
20844_d6a2ca83,"Durapost steel post - 1.8m,Colour",Posts,,Unit,13.67,,durapost; steel; post; 1.8m; colour; posts; 20844_d6a2ca83
20845_3ae7ec30,"Durapost steel post - 1.8m,Colour",Posts,,Unit,19.78,,durapost; steel; post; 1.8m; colour; posts; 20845_3ae7ec30
20843_3b4f6154,"Durapost steel post - 1.8m,Colour",Posts,,Unit,,,durapost; steel; post; 1.8m; colour; posts; 20843_3b4f6154
20846_ec63099c,"Durapost steel post - 1.8m,Colour",Posts,,Unit,19.78,,durapost; steel; post; 1.8m; colour; posts; 20846_ec63099c
20848_b39d0013,"Durapost steel post - 2.4m,Colour",Posts,,Unit,15.76,,durapost; steel; post; 2.4m; colour; posts; 20848_b39d0013
20849_5cdd3a46,"Durapost steel post - 2.4m,Colour",Posts,,Unit,23.16,,durapost; steel; post; 2.4m; colour; posts; 20849_5cdd3a46
20847_66b4f0d3,"Durapost steel post - 2.4m,Colour",Posts,,Unit,22.16,,durapost; steel; post; 2.4m; colour; posts; 20847_66b4f0d3
20850_14e7f561,"Durapost steel post - 2.4m,Colour",Posts,,Unit,22.16,,durapost; steel; post; 2.4m; colour; posts; 20850_14e7f561
20852_acc0306a,"Durapost steel post - 2.7m,Colour",Posts,,Unit,,,durapost; steel; post; 2.7m; colour; posts; 20852_acc0306a
20853_53558e0f,"Durapost steel post - 2.7m,Colour",Posts,,Unit,27,,durapost; steel; post; 2.7m; colour; posts; 20853_53558e0f
20851_2b597ed3,"Durapost steel post - 2.7m,Colour",Posts,,Unit,,,durapost; steel; post; 2.7m; colour; posts; 20851_2b597ed3
20854_9a45b8d2,"Durapost steel post - 2.7m,Colour",Posts,,Unit,,,durapost; steel; post; 2.7m; colour; posts; 20854_9a45b8d2
20856_38df7349,"Durapost steel post - 3.0m,Colour",Posts,,Unit,20,,durapost; steel; post; 3.0m; colour; posts; 20856_38df7349
20857_177f2307,"Durapost steel post - 3.0m,Colour",Posts,,Unit,33.33,,durapost; steel; post; 3.0m; colour; posts; 20857_177f2307
20855_75b24f26,"Durapost steel post - 3.0m,Colour",Posts,,Unit,29.58,,durapost; steel; post; 3.0m; colour; posts; 20855_75b24f26
20858_4d842cdc,"Durapost steel post - 3.0m,Colour",Posts,,Unit,29.58,,durapost; steel; post; 3.0m; colour; posts; 20858_4d842cdc
33848_586f77f6,"Durapost steel post - 2.4m commercial galv,Colour",Posts,Individual Pieces,Unit,44.93,,durapost; steel; post; 2.4m; commercial; galv; colour; posts; individual pieces; 33848_586f77f6
33847_c8c75364,"Durapost steel post - 2.4m commercial galv,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 2.4m; commercial; galv; colour; posts; individual pieces; 33847_c8c75364
33849_73bb02e8,"Durapost steel post - 2.4m commercial galv,Colour",Posts,Individual Pieces,Unit,74.35,,durapost; steel; post; 2.4m; commercial; galv; colour; posts; individual pieces; 33849_73bb02e8
33850_306fbad1,"Durapost steel post - 2.4m commercial galv,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 2.4m; commercial; galv; colour; posts; individual pieces; 33850_306fbad1
33913_39d7f9bf,"Durapost steel post - 3.0m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.0m; commercial; colour; posts; individual pieces; 33913_39d7f9bf
33914_3c7fda7a,"Durapost steel post - 3.0m commercial,Colour",Posts,Individual Pieces,Unit,56.16,,durapost; steel; post; 3.0m; commercial; colour; posts; individual pieces; 33914_3c7fda7a
33915_d83e45ca,"Durapost steel post - 3.0m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.0m; commercial; colour; posts; individual pieces; 33915_d83e45ca
33916_47e4ae2b,"Durapost steel post - 3.0m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.0m; commercial; colour; posts; individual pieces; 33916_47e4ae2b
33917_27a39192,"Durapost steel post - 3.4m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.4m; commercial; colour; posts; individual pieces; 33917_27a39192
33918_bb8824c2,"Durapost steel post - 3.4m commercial,Colour",Posts,Individual Pieces,Unit,63.66,,durapost; steel; post; 3.4m; commercial; colour; posts; individual pieces; 33918_bb8824c2
33919_c57eb7fe,"Durapost steel post - 3.4m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.4m; commercial; colour; posts; individual pieces; 33919_c57eb7fe
33920_42c6acfa,"Durapost steel post - 3.4m commercial,Colour",Posts,Individual Pieces,Unit,,,durapost; steel; post; 3.4m; commercial; colour; posts; individual pieces; 33920_42c6acfa
32119_f0e12394,"Durapost U channel - 2.1m,Colour",Posts,,Unit,8.66,,durapost; channel; 2.1m; colour; posts; 32119_f0e12394
