id,code,ref,description,category,subcategory,unit,rate,material_type,material_grade,material_size,material_finish,work_type,brand,labor_rate,material_rate,wastage_percentage,supplier,location,availability,remark,keywords,isActive
72d741ab-57bb-451f-9c1a-ca4d917f5bc8,23769_c713272f,__export__.product_product_23769_c713272f,T gripple - 1 unit,General,,Unit,0.6,,,1 unit,,,,,,,,,,1 unit,gripple; unit; general; 23769_c713272f,true
df15ca26-5642-4079-9318-be30e5639b3c,23770_dd306bbd,__export__.product_product_23770_dd306bbd,T gripple - 20 unit,General,,Unit,13.8,,,20 unit,,,,,,,,,,20 unit,gripple; unit; general; 23770_dd306bbd,true
72df7734-bf9c-4ea0-a2c5-30dfca99dcf0,23775_256c58a9,__export__.product_product_23775_256c58a9,Plastic liner - 1 unit,General,,Unit,4.4,Plastic,,1 unit,,,,,,,,,,1 unit,plastic; liner; unit; general; 23775_256c58a9,true
27adee9f-6688-46ab-b19f-a788476adbe5,23776_07f9e8c0,__export__.product_product_23776_07f9e8c0,Plastic liner - 5 pack,General,,Unit,22.8,Plastic,,5 pack,,,,,,,,,,5 pack,plastic; liner; pack; general; 23776_07f9e8c0,true
f0ff48dd-8445-4490-9c94-2554fe594cb4,31407_1ff875c6,__export__.product_product_31407_1ff875c6,Zill bag - 1 unit,General,,Unit,1,,,1 unit,,,,,,,,,,1 unit,zill; bag; unit; general; 31407_1ff875c6,true
1eab02ce-ab79-4503-ad8e-810082d65162,31408_922dee58,__export__.product_product_31408_922dee58,Zill bag - 25 pack,General,,Unit,,,,25 pack,,,,,,,,,,25 pack,zill; bag; pack; general; 31408_922dee58,true
20905a30-c53a-4437-a651-5c015486f199,31409_c4004448,__export__.product_product_31409_c4004448,Zill bag - 50 pack,General,,Unit,,,,50 pack,,,,,,,,,,50 pack,zill; bag; pack; general; 31409_c4004448,true
99129280-3e0d-45b5-8eb2-f58c4d45eab0,21717_27e6044f,__export__.product_product_21717_27e6044f,"Gate NRA - no mesh,width",Gates,,Unit,,,,"no mesh,width",,,,,,,,,,"no mesh,width",gate; nra; mesh; width; gates; 21717_27e6044f,true
94ff6fa6-f24a-466e-8624-be7b88e63670,21718_e2572e4c,__export__.product_product_21718_e2572e4c,"Gate NRA - no mesh,width",Gates,,Unit,,,,"no mesh,width",,,,,,,,,,"no mesh,width",gate; nra; mesh; width; gates; 21718_e2572e4c,true
bf7427fa-7d9e-435d-bcfe-abd7e84a7923,21719_84476a5f,__export__.product_product_21719_84476a5f,"Gate NRA - half mesh,width",Gates,,Unit,600,,,"half mesh,width",,,,,,,,,,"half mesh,width",gate; nra; half; mesh; width; gates; 21719_84476a5f,true
a017706c-e808-4b6c-ab57-75b0c53f05f8,21720_ea7e8bc8,__export__.product_product_21720_ea7e8bc8,"Gate NRA - half mesh,width",Gates,,Unit,,,,"half mesh,width",,,,,,,,,,"half mesh,width",gate; nra; half; mesh; width; gates; 21720_ea7e8bc8,true
afc7fe3a-4c13-4105-a3c9-4f5c48dacee0,21721_4a22c72c,__export__.product_product_21721_4a22c72c,"Gate NRA - full mesh,width",Gates,,Unit,246.7,,,"full mesh,width",,,,,,,,,,"full mesh,width",gate; nra; full; mesh; width; gates; 21721_4a22c72c,true
7dfb6828-8000-4b3f-8e6b-01351ebc102a,21722_c660442f,__export__.product_product_21722_c660442f,"Gate NRA - full mesh,width",Gates,,Unit,,,,"full mesh,width",,,,,,,,,,"full mesh,width",gate; nra; full; mesh; width; gates; 21722_c660442f,true
0c231102-a6f0-4446-8d39-281fdbd7e1b3,31288_dde7a279,__export__.product_product_31288_dde7a279,Ratchet wire tensioner galv - HD ratchet 2080001,Wire & Mesh,,Unit,2.2,,,HD ratchet 2080001,,,,,,,,,,HD ratchet 2080001,ratchet; wire; tensioner; galv; 2080001; wire & mesh; 31288_dde7a279,true
dc086278-1c1b-4046-9bc6-17063af3b11b,31289_8c58f88f,__export__.product_product_31289_8c58f88f,Ratchet wire tensioner galv - Premium HD ratchet 9990001,Wire & Mesh,,Unit,3.33,,,Premium HD ratchet 9990001,,,,,,,,,,Premium HD ratchet 9990001,ratchet; wire; tensioner; galv; premium; 9990001; wire & mesh; 31289_8c58f88f,true
debcadf6-7c94-4ef6-8e3e-caffa8c10170,31290_4ba9f8a5,__export__.product_product_31290_4ba9f8a5,Ratchet wire tensioner galv - Ferrule 2060881,Wire & Mesh,,Unit,0.76,,,Ferrule 2060881,,,,,,,,,,Ferrule 2060881,ratchet; wire; tensioner; galv; ferrule; 2060881; wire & mesh; 31290_4ba9f8a5,true
61c3b9e4-772c-4512-a9d7-f9592a0457f1,21647_bd3b3ecd,__export__.product_product_21647_bd3b3ecd,Goose neck gate with fittings - 0.9m,Gates,,Unit,202.325,,,0.9m,,,,,,,,,,0.9m,goose; neck; gate; with; fittings; 0.9m; gates; 21647_bd3b3ecd,true
12177811-b456-497b-ac14-d431b29579ba,21648_c0c7c044,__export__.product_product_21648_c0c7c044,Goose neck gate with fittings - 1.2m,Gates,,Unit,210.465,,,1.2m,,,,,,,,,,1.2m,goose; neck; gate; with; fittings; 1.2m; gates; 21648_c0c7c044,true
8b51897b-0811-49c7-8d22-d41f8e94c3a9,21649_fe5d7fa9,__export__.product_product_21649_fe5d7fa9,Goose neck gate with fittings - 1.5m,Gates,,Unit,216.279,,,1.5m,,,,,,,,,,1.5m,goose; neck; gate; with; fittings; 1.5m; gates; 21649_fe5d7fa9,true
c0dc221a-4e26-4ef6-aea6-814f0a03d8d5,21650_28985a14,__export__.product_product_21650_28985a14,Goose neck gate with fittings - 1.8m,Gates,,Unit,180.58,,,1.8m,,,,,,,,,,1.8m,goose; neck; gate; with; fittings; 1.8m; gates; 21650_28985a14,true
b3a7b014-5bf7-4df9-8434-3c17b69a42ca,21651_db9bcaa2,__export__.product_product_21651_db9bcaa2,Goose neck gate with fittings - 2.1m,Gates,,Unit,214.53,,,2.1m,,,,,,,,,,2.1m,goose; neck; gate; with; fittings; 2.1m; gates; 21651_db9bcaa2,true
63f8d7aa-2223-4e74-bf52-964213f6bbb8,21652_fa109417,__export__.product_product_21652_fa109417,Goose neck gate with fittings - 2.4m,Gates,,Unit,233.721,,,2.4m,,,,,,,,,,2.4m,goose; neck; gate; with; fittings; 2.4m; gates; 21652_fa109417,true
1d70b6e9-0345-4e9c-9397-61b994f947f0,21653_de1b2c43,__export__.product_product_21653_de1b2c43,Goose neck gate with fittings - 2.7m,Gates,,Unit,239.534,,,2.7m,,,,,,,,,,2.7m,goose; neck; gate; with; fittings; 2.7m; gates; 21653_de1b2c43,true
d71f7c7e-a4a7-494a-9e53-3909f35fc518,21654_11241dab,__export__.product_product_21654_11241dab,Goose neck gate with fittings - 3.3m,Gates,,Unit,251.162,,,3.3m,,,,,,,,,,3.3m,goose; neck; gate; with; fittings; 3.3m; gates; 21654_11241dab,true
61c7165c-163d-4824-9a5b-6d3e01021077,21655_be784373,__export__.product_product_21655_be784373,Goose neck gate with fittings - 3.6m,Gates,,Unit,362.08,,,3.6m,,,,,,,,,,3.6m,goose; neck; gate; with; fittings; 3.6m; gates; 21655_be784373,true
08068c17-dd26-4b65-ac74-618da29c4193,21656_252946e4,__export__.product_product_21656_252946e4,Goose neck gate with fittings - 3.0m,Gates,,Unit,245.348,,,3.0m,,,,,,,,,,3.0m,goose; neck; gate; with; fittings; 3.0m; gates; 21656_252946e4,true
0d6fe589-52a7-4de5-8316-cce291d6dc9c,29103_cd45e7ab,__export__.product_product_29103_cd45e7ab,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 10',Gates,,Unit,373.879,Concrete,,10',,,,,,,,,,10',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 10'; gates; 29103_cd45e7ab,true
6356d6d4-b7c0-433e-a88d-6fa7eae6ac32,29104_8234b8aa,__export__.product_product_29104_8234b8aa,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 11',Gates,,Unit,,Concrete,,11',,,,,,,,,,11',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 11'; gates; 29104_8234b8aa,true
c0bf1cac-47b0-4030-a412-55cb40e2631b,29105_f63d4c15,__export__.product_product_29105_f63d4c15,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 12',Gates,,Unit,496.321,Concrete,,12',,,,,,,,,,12',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 12'; gates; 29105_f63d4c15,true
5bff7c65-c3b6-4658-ac1c-669d67cc0060,29106_eddafa95,__export__.product_product_29106_eddafa95,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 13',Gates,,Unit,,Concrete,,13',,,,,,,,,,13',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 13'; gates; 29106_eddafa95,true
ead4f97a-a1ac-469d-8c88-2c41d9fda480,29107_f094728b,__export__.product_product_29107_f094728b,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 14',Gates,,Unit,398.879,Concrete,,14',,,,,,,,,,14',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 14'; gates; 29107_f094728b,true
de1053a9-a7fe-45d5-a9ce-9b57ff5170ba,29108_a00f8e8c,__export__.product_product_29108_a00f8e8c,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 15',Gates,,Unit,,Concrete,,15',,,,,,,,,,15',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 15'; gates; 29108_a00f8e8c,true
afd4a2f1-df96-4c53-8a61-7808334cff1d,29109_fb66dd85,__export__.product_product_29109_fb66dd85,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 16',Gates,,Unit,411.379,Concrete,,16',,,,,,,,,,16',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 16'; gates; 29109_fb66dd85,true
66a48387-ad79-412d-954e-fbb77770071f,29110_f05d47bf,__export__.product_product_29110_f05d47bf,Supply and fit D8 sheep gate on galv tubular posts set in concrete footings - 17',Gates,,Unit,,Concrete,,17',,,,,,,,,,17',supply; and; fit; sheep; gate; galv; tubular; posts; set; concrete; footings; 17'; gates; 29110_f05d47bf,true
3c91df32-80d1-4046-8811-fad4b1d27e58,33469_c028f34e,__export__.product_product_33469_c028f34e,Paddock gate - 0.9m,Gates,,Unit,135.39,,,0.9m,,,,,,,,,,0.9m,paddock; gate; 0.9m; gates; 33469_c028f34e,true
f32ae9ee-757e-40e0-a5d4-74ce7f82578d,33470_5b60bee7,__export__.product_product_33470_5b60bee7,Paddock gate - 1.2m,Gates,,Unit,139.2,,,1.2m,,,,,,,,,,1.2m,paddock; gate; 1.2m; gates; 33470_5b60bee7,true
a182c222-bd7c-4b93-9642-3550c381fd41,33471_e32dcfe5,__export__.product_product_33471_e32dcfe5,Paddock gate - 1.5m,Gates,,Unit,147.95,,,1.5m,,,,,,,,,,1.5m,paddock; gate; 1.5m; gates; 33471_e32dcfe5,true
8b936db4-1dc8-4021-a902-24eb08da388f,33472_e34b5ddb,__export__.product_product_33472_e34b5ddb,Paddock gate - 1.8m,Gates,,Unit,160.65,,,1.8m,,,,,,,,,,1.8m,paddock; gate; 1.8m; gates; 33472_e34b5ddb,true
5259e5ed-a728-4435-99ba-f48600a75d11,33473_f59012d7,__export__.product_product_33473_f59012d7,Paddock gate - 2.1m,Gates,,Unit,161.33,,,2.1m,,,,,,,,,,2.1m,paddock; gate; 2.1m; gates; 33473_f59012d7,true
b6d250ac-348e-41d2-bcff-06683c32dd9f,33474_1e0d51d4,__export__.product_product_33474_1e0d51d4,Paddock gate - 2.4m,Gates,,Unit,165.9,,,2.4m,,,,,,,,,,2.4m,paddock; gate; 2.4m; gates; 33474_1e0d51d4,true
af1a8d03-d125-4432-aa8d-45e152e019ee,33475_db0132ac,__export__.product_product_33475_db0132ac,Paddock gate - 2.7m,Gates,,Unit,170.59,,,2.7m,,,,,,,,,,2.7m,paddock; gate; 2.7m; gates; 33475_db0132ac,true
eac65f29-b330-4790-96ad-70be1b77b107,33476_87d3e8a2,__export__.product_product_33476_87d3e8a2,Paddock gate - 3.3m,Gates,,Unit,204.58,,,3.3m,,,,,,,,,,3.3m,paddock; gate; 3.3m; gates; 33476_87d3e8a2,true
2deb37d1-0832-403e-994b-1f6849a0ce43,33477_8b4939eb,__export__.product_product_33477_8b4939eb,Paddock gate - 3.6m,Gates,,Unit,189.6,,,3.6m,,,,,,,,,,3.6m,paddock; gate; 3.6m; gates; 33477_8b4939eb,true
227be2d7-5886-4c2b-991f-6058fed88246,33478_7d922fcf,__export__.product_product_33478_7d922fcf,Paddock gate - 3.0m,Gates,,Unit,174,,,3.0m,,,,,,,,,,3.0m,paddock; gate; 3.0m; gates; 33478_7d922fcf,true
034b84cd-5646-4421-b383-b0c37b614c46,28891_2101fd30,__export__.product_product_28891_2101fd30,2 hr single milking ROI - monday-saturday,General,,Unit,45,,,monday-saturday,,,,,,,,,,monday-saturday,single; milking; roi; monday; saturday; general; 28891_2101fd30,true
879e84e2-0cd6-43d5-a35b-8b933c9c1d2f,28892_f83c00e4,__export__.product_product_28892_f83c00e4,2 hr single milking ROI - sunday,General,,Unit,60,,,sunday,,,,,,,,,,sunday,single; milking; roi; sunday; general; 28892_f83c00e4,true
cf066cde-be0f-4693-b29d-2a08c1dc7e5c,28893_3acd25e2,__export__.product_product_28893_3acd25e2,2 hr single milking ROI - bank holiday,General,,Unit,60,,,bank holiday,,,,,,,,,,bank holiday,single; milking; roi; bank; holiday; general; 28893_3acd25e2,true
ede54ac3-d3e9-4655-84a1-79008e31954f,32086_95958db4,__export__.product_product_32086_95958db4,2 hr single milking ROI - plus hours monday-saturday,General,,Unit,14,,,plus hours monday-saturday,,,,,,,,,,plus hours monday-saturday,single; milking; roi; plus; hours; monday; saturday; general; 32086_95958db4,true
6f697c6f-0de0-49fa-981f-4509a1188931,32087_81676bb4,__export__.product_product_32087_81676bb4,2 hr single milking ROI - plus hours sunday,General,,Unit,14,,,plus hours sunday,,,,,,,,,,plus hours sunday,single; milking; roi; plus; hours; sunday; general; 32087_81676bb4,true
c3de5a73-a514-42ea-92f3-bb0ded777f1e,32088_25d45dec,__export__.product_product_32088_25d45dec,2 hr single milking ROI - plus hours bank holiday,General,,Unit,14,,,plus hours bank holiday,,,,,,,,,,plus hours bank holiday,single; milking; roi; plus; hours; bank; holiday; general; 32088_25d45dec,true
411befd0-8e04-4e5f-a0f7-b6093edf7490,24681_e2a4d411,__export__.product_product_24681_e2a4d411,Dairy relief work ROI - monday-saturday,General,,Unit,14.5,,,monday-saturday,,,,,,,,,,monday-saturday,dairy; relief; work; roi; monday; saturday; general; 24681_e2a4d411,true
24af3b51-b09b-4490-ab71-81b0248ab109,24682_e40bdc94,__export__.product_product_24682_e40bdc94,Dairy relief work ROI - sunday,General,,Unit,,,,sunday,,,,,,,,,,sunday,dairy; relief; work; roi; sunday; general; 24682_e40bdc94,true
6f12be52-94dc-43fd-9f78-3769279cb071,24683_020ccba2,__export__.product_product_24683_020ccba2,Dairy relief work ROI - bank holiday,General,,Unit,,,,bank holiday,,,,,,,,,,bank holiday,dairy; relief; work; roi; bank; holiday; general; 24683_020ccba2,true
fe6efd5c-19ff-489a-844b-5b89a1c71fe4,24684_16932176,__export__.product_product_24684_16932176,Contract farm work ROI - monday-saturday,General,,Unit,14.5,,,monday-saturday,,,,,,,,,,monday-saturday,contract; farm; work; roi; monday; saturday; general; 24684_16932176,true
61640390-bf84-4f46-85c7-253ef41c45fe,24685_51b00007,__export__.product_product_24685_51b00007,Contract farm work ROI - sunday,General,,Unit,32,,,sunday,,,,,,,,,,sunday,contract; farm; work; roi; sunday; general; 24685_51b00007,true
cbebec83-3db2-426a-bd61-ab20938ba69e,24686_d9469505,__export__.product_product_24686_d9469505,Contract farm work ROI - bank holiday,General,,Unit,,,,bank holiday,,,,,,,,,,bank holiday,contract; farm; work; roi; bank; holiday; general; 24686_d9469505,true
1f6e4226-3444-4105-832c-e86a0d3a6ceb,24687_db716efc,__export__.product_product_24687_db716efc,2 hr callout - general farm work ROI - monday-saturday,General,,Unit,45,,,monday-saturday,,,,,,,,,,monday-saturday,callout; general; farm; work; roi; monday; saturday; 24687_db716efc,true
1c548fdd-f223-47a3-9ad5-e6053a20acc2,24688_b353bf5c,__export__.product_product_24688_b353bf5c,2 hr callout - general farm work ROI - sunday,General,,Unit,45,,,sunday,,,,,,,,,,sunday,callout; general; farm; work; roi; sunday; 24688_b353bf5c,true
c6015663-1d8e-4ad8-9d3e-dc9df899a06d,24689_9df3c129,__export__.product_product_24689_9df3c129,2 hr callout - general farm work ROI - bank holiday,General,,Unit,45,,,bank holiday,,,,,,,,,,bank holiday,callout; general; farm; work; roi; bank; holiday; 24689_9df3c129,true
ba5da0a2-4ca7-4ec9-b66e-af8194b1b46e,24690_33164172,__export__.product_product_24690_33164172,Plus per hour - general farm work ROI - monday-saturday,General,,Unit,14,,,monday-saturday,,,,,,,,,,monday-saturday,plus; per; hour; general; farm; work; roi; monday; saturday; 24690_33164172,true
c9d5f1c1-9c97-41fc-9fe3-461c3eac2987,24691_293bee82,__export__.product_product_24691_293bee82,Plus per hour - general farm work ROI - sunday,General,,Unit,,,,sunday,,,,,,,,,,sunday,plus; per; hour; general; farm; work; roi; sunday; 24691_293bee82,true
0a5b8b4f-8cbc-4643-ad13-d436c3609cc8,24692_3309ec0a,__export__.product_product_24692_3309ec0a,Plus per hour - general farm work ROI - bank holiday,General,,Unit,,,,bank holiday,,,,,,,,,,bank holiday,plus; per; hour; general; farm; work; roi; bank; holiday; 24692_3309ec0a,true
1a1a0064-bfb6-4875-972f-adc128c88f05,32143_87fc273a,__export__.product_product_32143_87fc273a,Contract work ROI - monday-saturday,General,,Unit,16,,,monday-saturday,,,,,,,,,,monday-saturday,contract; work; roi; monday; saturday; general; 32143_87fc273a,true
71a0dacb-025d-459b-b2d6-a5f25e0d60e8,32144_48ff79f2,__export__.product_product_32144_48ff79f2,Contract work ROI - sunday,General,,Unit,,,,sunday,,,,,,,,,,sunday,contract; work; roi; sunday; general; 32144_48ff79f2,true
e6084ed0-d1be-4495-ae0f-639ccd2787c1,32145_2dfebde6,__export__.product_product_32145_2dfebde6,Contract work ROI - bank holiday,General,,Unit,,,,bank holiday,,,,,,,,,,bank holiday,contract; work; roi; bank; holiday; general; 32145_2dfebde6,true
90eb4238-0665-4d95-9662-d6cf7dbab62d,35902_e1f6d18e,__export__.product_product_35902_e1f6d18e,"Loughs fencing, drinkers etc. - SF 40gallon trough",Fencing,,Unit,,,,SF 40gallon trough,,,,,,,,,,SF 40gallon trough,loughs; fencing; drinkers; etc.; 40gallon; trough; 35902_e1f6d18e,true
5318a079-741b-41d4-b1c6-714ae103e74e,35903_0fdb72aa,__export__.product_product_35903_0fdb72aa,"Loughs fencing, drinkers etc. - lego block pump",Fencing,,Unit,,,,lego block pump,,,,,,,,,,lego block pump,loughs; fencing; drinkers; etc.; lego; block; pump; 35903_0fdb72aa,true
b6e76f42-fe27-4ee6-b0c7-80862aab091d,35904_5d3964a5,__export__.product_product_35904_5d3964a5,"Loughs fencing, drinkers etc. - Stile",Fencing,,Unit,389.27,,,Stile,,,,,,,,,,Stile,loughs; fencing; drinkers; etc.; stile; 35904_5d3964a5,true
a9767c11-ecb1-474e-8eb9-0ce34f9e6ef4,35905_8867cb7e,__export__.product_product_35905_8867cb7e,"Loughs fencing, drinkers etc. - SF 100 gallon",Fencing,,Unit,,,,SF 100 gallon,,,,,,,,,,SF 100 gallon,loughs; fencing; drinkers; etc.; 100; gallon; 35905_8867cb7e,true
1ff9aa7e-c049-43cf-9a96-e0570aa60c3f,35906_b8395cc5,__export__.product_product_35906_b8395cc5,"Loughs fencing, drinkers etc. - Woody material per M",Fencing,,Unit,,,,Woody material per M,,,,,,,,,,Woody material per M,loughs; fencing; drinkers; etc.; woody; material; per; 35906_b8395cc5,true
126e9a14-0a1c-407c-a6a9-4b3ad621fadd,35907_c29985d1,__export__.product_product_35907_c29985d1,"Loughs fencing, drinkers etc. - SW + 1 BW",Fencing,,Unit,7.528,,,SW + 1 BW,,,,,,,,,,SW + 1 BW,loughs; fencing; drinkers; etc.; 35907_c29985d1,true
c1d89a28-7c6d-425c-9beb-6e869a6132b6,35908_c47f72a2,__export__.product_product_35908_c47f72a2,"Loughs fencing, drinkers etc. - 3 strand EL",Fencing,,Unit,5.31,,,3 strand EL,,,,,,,,,,3 strand EL,loughs; fencing; drinkers; etc.; strand; 35908_c47f72a2,true
dc62b025-6bb3-499b-b421-63de245e0d39,35909_c6f3bcf6,__export__.product_product_35909_c6f3bcf6,"Loughs fencing, drinkers etc. - 5' gate",Fencing,,Unit,,,,5' gate,,,,,,,,,,5' gate,loughs; fencing; drinkers; etc.; gate; 35909_c6f3bcf6,true
3bfcd1cc-0daa-4be8-99bf-b96039580947,35910_78806448,__export__.product_product_35910_78806448,"Loughs fencing, drinkers etc. - hardstand",Fencing,,Unit,,,,hardstand,,,,,,,,,,hardstand,loughs; fencing; drinkers; etc.; hardstand; 35910_78806448,true
c553a18c-d3f1-4823-afb1-5d5d5393b639,35911_bf7d4144,__export__.product_product_35911_bf7d4144,"Loughs fencing, drinkers etc. - sw + 1EL",Fencing,,Unit,,,,sw + 1EL,,,,,,,,,,sw + 1EL,loughs; fencing; drinkers; etc.; 1el; 35911_bf7d4144,true
887f99ea-3f8f-4844-990a-c50301eb0d13,35912_960822f2,__export__.product_product_35912_960822f2,"Loughs fencing, drinkers etc. - 13' gate",Fencing,,Unit,,,,13' gate,,,,,,,,,,13' gate,loughs; fencing; drinkers; etc.; 13'; gate; 35912_960822f2,true
7634a724-a9bf-4704-9d3a-54ad1b631dd2,35913_5ff41148,__export__.product_product_35913_5ff41148,"Loughs fencing, drinkers etc. - sw +2 BW",Fencing,,Unit,,,,sw +2 BW,,,,,,,,,,sw +2 BW,loughs; fencing; drinkers; etc.; 35913_5ff41148,true
07fd0f3a-83b6-4157-b8be-81d8dc19e608,35914_847c90fe,__export__.product_product_35914_847c90fe,"Loughs fencing, drinkers etc. - wooden stand for pump",Fencing,,Unit,,,,wooden stand for pump,,,,,,,,,,wooden stand for pump,loughs; fencing; drinkers; etc.; wooden; stand; for; pump; 35914_847c90fe,true
68bc98e6-1d56-4058-b916-aa43de31d78b,35915_4e1d040c,__export__.product_product_35915_4e1d040c,"Loughs fencing, drinkers etc. - fit plastic drinker",Fencing,,Unit,,,,fit plastic drinker,,,,,,,,,,fit plastic drinker,loughs; fencing; drinkers; etc.; fit; plastic; drinker; 35915_4e1d040c,true
2b851ad8-56a6-4829-a4f7-c32b5fc4a0bb,35916_88d1b38a,__export__.product_product_35916_88d1b38a,"Loughs fencing, drinkers etc. - sw+2EL",Fencing,,Unit,,,,sw+2EL,,,,,,,,,,sw+2EL,loughs; fencing; drinkers; etc.; sw+2el; 35916_88d1b38a,true
85888ff7-84ae-4627-b7af-3ba99b501ae9,35917_a05f7c07,__export__.product_product_35917_a05f7c07,"Loughs fencing, drinkers etc. - 10' gate",Fencing,,Unit,,,,10' gate,,,,,,,,,,10' gate,loughs; fencing; drinkers; etc.; 10'; gate; 35917_a05f7c07,true
8a9d314b-d656-40cd-97ef-6d9c0898168f,35918_00428d4b,__export__.product_product_35918_00428d4b,"Loughs fencing, drinkers etc. - 30 gallon concrete",Fencing,,Unit,,,,30 gallon concrete,,,,,,,,,,30 gallon concrete,loughs; fencing; drinkers; etc.; gallon; concrete; 35918_00428d4b,true
d94da3dd-cedf-41a9-86e5-5691ce3c1800,35919_fe5ea977,__export__.product_product_35919_fe5ea977,"Loughs fencing, drinkers etc. - 4EL",Fencing,,Unit,1.414,,,4EL,,,,,,,,,,4EL,loughs; fencing; drinkers; etc.; 4el; 35919_fe5ea977,true
64c52e48-fd84-44b4-992a-4a0473c6c8f4,20759_75765b8c,__export__.product_product_20759_75765b8c,Clipex post - 10 clip 8-80-15 10,Posts,,Unit,6.2,,,10 clip 8-80-15 10,,,,,,,,,,10 clip 8-80-15 10,clipex; post; clip; posts; 20759_75765b8c,true
2042f326-0d0e-4bb7-9b0b-8499d3d45a1d,20760_b68ce5e2,__export__.product_product_20760_b68ce5e2,Clipex post - beefy 11 clip,Posts,,Unit,13,,,beefy 11 clip,,,,,,,,,,beefy 11 clip,clipex; post; beefy; clip; posts; 20760_b68ce5e2,true
ae27b81d-7961-4e90-aaa2-48029e0e3802,20761_1990b944,__export__.product_product_20761_1990b944,Clipex post - fixed knot 11 clip,Posts,,Unit,,,,fixed knot 11 clip,,,,,,,,,,fixed knot 11 clip,clipex; post; fixed; knot; clip; posts; 20761_1990b944,true
50e49a06-c3fa-4745-83dc-a15b13659c89,20762_75a9cb87,__export__.product_product_20762_75a9cb87,Clipex post - snappy insulator,Posts,,Unit,0.5,,,snappy insulator,,,,,,,,,,snappy insulator,clipex; post; snappy; insulator; posts; 20762_75a9cb87,true
e43be52c-6108-460a-b78c-2a1d928e3b9e,20763_aafba218,__export__.product_product_20763_aafba218,Clipex post - standard 10 clip,Posts,,Unit,7,,,standard 10 clip,,,,,,,,,,standard 10 clip,clipex; post; standard; clip; posts; 20763_aafba218,true
56f0a232-69ec-47ad-8b09-87d23b934a97,20788_fec9c58c,__export__.product_product_20788_fec9c58c,Versalok steel post - plastic post cap,Posts,,Unit,,Steel,,plastic post cap,,,,,,,,,,plastic post cap,versalok; steel; post; plastic; cap; posts; 20788_fec9c58c,true
209f8e98-6d81-4b29-afb5-60d51aabd874,20789_cef94c22,__export__.product_product_20789_cef94c22,Versalok steel post - staple clip,Posts,,Unit,0.132,Steel,,staple clip,,,,,,,,,,staple clip,versalok; steel; post; staple; clip; posts; 20789_cef94c22,true
e397c9d3-345e-40c6-bd31-be32e1baef57,32594_87311621,__export__.product_product_32594_87311621,Versalok steel post - eyelet clip,Posts,,Unit,0.4,Steel,,eyelet clip,,,,,,,,,,eyelet clip,versalok; steel; post; eyelet; clip; posts; 32594_87311621,true
de8da772-6d66-4cf8-85b7-c943fe19d49f,20790_6fb02729,__export__.product_product_20790_6fb02729,60 * 60 * 3mm steel post - 1.5m,Posts,,Unit,15,Steel,,1.5m,,,,,,,,,,1.5m,3mm; steel; post; 1.5m; posts; 20790_6fb02729,true
059a7a4a-27ef-4ce4-a199-55253e137a6f,20791_2f293f28,__export__.product_product_20791_2f293f28,60 * 60 * 3mm steel post - 2.4m c/w flanges,Posts,,Unit,18,Steel,,2.4m c/w flanges,,,,,,,,,,2.4m c/w flanges,3mm; steel; post; 2.4m; flanges; posts; 20791_2f293f28,true
a99c6514-6f3d-4bdb-8ce2-b1e164d280fc,20895_a05ebbff,__export__.product_product_20895_a05ebbff,Hanging post - 2.1m 150 x 75mm galv RSJ,Posts,Individual Pieces,Unit,,,,2.1m 150 x 75mm galv RSJ,,,,,,,,,,2.1m 150 x 75mm galv RSJ,hanging; post; 2.1m; 150; 75mm; galv; rsj; posts; individual pieces; 20895_a05ebbff,true
93f41068-9029-43f5-ad93-47381260c75d,20896_609c1ae4,__export__.product_product_20896_609c1ae4,Hanging post - 2.3m 175 x 175mm concrete,Posts,Individual Pieces,Unit,31.63,,,2.3m 175 x 175mm concrete,,,,,,,,,,2.3m 175 x 175mm concrete,hanging; post; 2.3m; 175; 175mm; concrete; posts; individual pieces; 20896_609c1ae4,true
f100fcb8-3bbe-42f0-8bdd-20dbc4059075,20897_0f040779,__export__.product_product_20897_0f040779,Hanging post - 2.4m 152 x 89mm galv RSJ,Posts,Individual Pieces,Unit,74.8,,,2.4m 152 x 89mm galv RSJ,,,,,,,,,,2.4m 152 x 89mm galv RSJ,hanging; post; 2.4m; 152; 89mm; galv; rsj; posts; individual pieces; 20897_0f040779,true
